歌手名字,许嵩
1312378658,武威的孩子回来了
574850368,樱桃熟了
37778719,天冷多保重
408845085,大约
564907765,不期而遇
500498151,合欢花
1392441642,在幸福到来之前
467167374,玉门
479754820,娃娃机
1392437984,是金子就一定会发光
433107051,我想说我爱你这个操蛋的城市
428387561,曼珠沙华
446557229,猫女人
492233396,干净的像个孩子一样
1392441644,海的女儿
1392437985,圈套
1392437986,血仍未冷
1392437987,幻想
1392437989,不能就这样
1392441643,奇迹
1364471623,整个世界都在歌唱
432464699,孙大剩伴奏
歌手名字,杜德伟
78266,情人
4876660,黑色契约
5250816,大地之歌
78433,无心伤害
36953934,祝福你
77821,脱掉
77981,不走
77992,把你宠坏
78003,跟着我一辈子
5255720,信自己
77740,嫁给我
79536,准我
5281403,欢乐年年
79125,爱着你
77897,把你藏起来
25642074,钟爱一生
78117,彩虹
5282828,天生喜欢你
287427,真的想你
78408,救你
77986,天真
1325897976,你在我的爱情里
78300,忘了他
79232,还是唱下去
27566955,因为你
4874423,未完待续
5237946,爱你让我勇敢
4876662,放一颗心
78241,改变
187800,难兄难弟
79095,准我再一次
79552,拯救地球
78485,完美
78308,做我的情人
77990,为爱存在
78816,如泣如诉
78904,爱变了这世界衬衣
5283976,踏上成长路
78336,旧情复炽
歌手名字,董运昌
28285911,装修
77165,缺角地图
77156,左岸印象
77587,杨柳
77283,搁浅的心
77140,安平的午后
77534,青春舞曲
5267813,听见蓝山的味道
5283350,明天早早起
77607,心情雨林
77604,听见蓝山的声音
77625,留夜色给我
77567,邂逅
77570,城市冥想
77577,夏雨
77581,一根扁担
77584,追月
77590,纠缠
77528,八个娃娃
77531,午夜香吻
77540,秋风夜雨
77543,河边春梦
77545,我的一颗心
77547,玫瑰玫瑰我爱你
77552,怀念
77555,祝你顺风
77558,暗淡的月
197974,孤独陷落
197990,呼吸于母亲子宫
77414,怀念妈妈
77419,母亲你真伟大
77424,妈妈请你也保重
77431,母亲我爱你
77436,想厝的心情
77438,天下的妈妈都是一样的
77409,妈妈好
77428,游子吟
77434,母亲你在何方
77299,月台上的旅人
歌手名字,刁寒
78168,花好月圆
5269046,花好月圆
78138,采花郎
78121,梦中的蝴蝶
5280095,春水似年华
467964429,春秋
78187,孤独时候我们跳舞
78192,日复一日的思念
78195,对于爱
78204,还没有清醒
78207,恨你不等于不爱你
78210,人生迹像
78118,天长地久
78124,送你一束阳光
78126,等你在午夜的时候
78127,梦醉
78130,红尘路
78135,醉红的脸
78154,孤独的时候我们跳舞
78160,难忘情人节
78164,莫让
78132,好朋友
78087,坚持
78089,两全齐美
78091,最初的美丽
78093,顺手关门
78095,我的梦在雪里燃烧
78097,爱上你
78099,你现在还好吗
78101,有谁比我更爱你
78105,给你阳光
78107,情穴
78078,爱情装
78079,感悟
32803363,美丽世界
399411235,时间小偷
399410242,身不由己
399410243,再见夏天
547976051,天地人和
歌手名字,范逸臣
29818451,王者之声
285322,黑白之间
27927950,唱歌给你听
4873178,野玫瑰
392891,黑白之间
1321385242,功夫狂潮
26075454,流浪
435592283,无乐不作好时光
456094384,大世界小世界
38392207,印记
25638191,是时候启程
1365959267,唯一的玫瑰
4873896,错
27556197,我是谁
454645012,开门关门
406730419,不能没有你
481535360,大世界小世界
27946602,无缘
22198086,爱过了头
481535363,开门关门
456094378,开门关门
4872599,革命
26075457,心愿
81834,放生
81836,不说出的温柔
81801,无乐不作
81832,醉青楼
81807,除此之外
81842,用心听
81851,在这里分手
81817,爱太遥远
81803,离开悲伤
81804,许愿
81844,断翅蝴蝶飞
70373,相爱
70407,藏爱
70370,回不到昨天
81845,九月爱情祭
70376,殉情
歌手名字,方磊
429450258,依兰爱情故事
35618549,依兰爱情故事
449577773,临客
35617538,婆婆娇
1352962990,河流的尽头
482395087,依兰爱情故事
436355102,露水谣
35617535,小明
35513067,葛凤兰
526468159,生活就是这样式儿的
446177132,千手千眼无碍大悲心陀罗尼
1352962985,五更不再
473853723,往生净土神咒
1352962991,那由他
1352963700,求不得
1352962989,素人
483671594,再见来不及握手
35617539,散局
35618548,小屁孩
1352963696,一亩三分地
35617536,能不能好好玩耍
35437057,再见某人
35617537,通里福尼亚梦
865640125,般若波罗蜜多心经
1325711619,哥俩好
1352962988,露水谣
509098851,美丽村庄
1352962992,临客
1375919140,越来越远的故乡
35618547,暖冬
1352963701,入梦人
1352962986,再见来不及握手
1352963702,如一
442837503,吾谁与归
534539166,一生陪伴在你左右
29744129,爱情上甘岭
442837511,上古秘讯
442837513,共与山巅
442853540,驾鹤西游
歌手名字,冯乔
5260932,酒醉的探戈
83521,回忆
83546,好想你
83530,玫瑰花
83533,我爱着你
5253359,小村之恋
25710088,谢谢你曾记得我
83551,冷冷的夏
83472,静静的夜晚
83494,让爱随风
459634486,伤心小站
459634701,最后的温柔
459636688,野百合也有春天
459638051,杯中的酒
459638116,半个月亮
459640039,爱我
459642071,寂寞的演出
83535,草帽歌
83527,梦
83537,不想你走
83540,爱的罗曼史
83543,等
83549,愿
83469,美丽的草原我的家
83475,花好月圆
83478,早就该
83482,不了情
83486,至少还有你
83490,小花
83498,今宵多珍重
83501,都达尔和玛丽亚
83504,鼓浪屿之波
83507,妈妈讲过去的事情
83434,下辈子别再做女人
83438,又见炊烟
83442,女人花
83446,一代芳华
83450,匆匆之间
83453,原乡人
歌手名字,高进
1343027531,绑心
1346101474,失控
480769090,好日子天天过
454966324,把爱带回家
26477154,玫瑰送给有情人
149304,梦在前方
33875967,玫瑰送给有情人
171121,我的好兄弟
88606,别想她
485964538,有太多人
27785863,男人歌
34916312,四海
88623,悲曲
88536,大笑江湖
88645,多想把你抱住
428350346,我不对
88541,伤心的歌
88522,拿得起放不下
88685,梦带我旅行
571339981,过江
36095038,说你为什么爱我
88525,伤到两个人
462516518,还要
88690,江山
88552,原来是这样
88503,中国好声音
88548,说好不分手
88643,听着情歌流眼泪
88529,天亮以前
88534,如果你已不爱我
88651,不愿看到你流泪
88655,分手后就不要回头
88632,就在这一刻
88638,赤壁
88641,下一个路口
88659,蓝色月光
88663,大东北
26599851,忽然发现
28282770,放爱走吧
歌手名字,古天乐
1374483148,兄弟不怀疑
29393671,风云
497131898,月亮代表我的心
28254888,蓝色的缘分
28748765,万语千言
4874252,心意
4874255,每年生日
4874238,如果我忘记你的生日
4874248,身边
430793751,乞讨来的自卑
4874260,就算
27928387,同创梦想
4874244,我的祝福
26830734,天命最高
85633,吻得到爱不到
465920642,当年情
25807717,像我这一种男人
26830732,我愿爱
25807713,擔正
25807714,并肩同行
85634,爱讲灵感
25807715,宇宙无限
30070396,今期流行
85635,你美丽我高贵
25807716,天真
30070399,杯面
85637,暗恋王
30070400,夹心威化
85639,没破绽的句点
30070402,放任天堂
30070403,新手恋爱
26830727,乐天
26830728,随便你点
30070406,我是你的天秤
26830729,寂寞大盗
26830730,代糖
26830731,醒来
30070412,配乐
28785992,我没有女友
歌手名字,霍尊
1393885959,追梦之路
414118616,天行九歌
516818088,天地有灵
36308075,伊人如梦
462861509,素颜
865040706,风语咒
1388315867,食物语
470759979,粉墨
1313102773,中国有我
28768602,恰好
512377364,梨花颂
32063038,花雅禅
542691104,焚城雪
454711334,霸王别姬
32063035,唐诗
1298432237,未摘花
569105100,伶仃
450222631,凤凰于飞
509728193,相思赋予谁
531040177,一念花开
32063033,不送帖
528116796,少女与海
1350121892,离恨词
454711981,新贵妃醉酒
1313104049,九色鹿
33248403,又见炊烟
32063036,木棉
27927873,无与伦比的美丽
450222632,九儿
33248399,乡恋
381811,茉莉花
30284045,大头儿子小头爸爸
1333345657,泽泊
32063034,玫瑰堡垒
32063037,蝶
1333345648,醒
28306514,放开那三国
454730864,天气预报报一报
1333345651,追风筝的人
歌手名字,回音哥
31546888,你的配角
27588486,陪我看日出
27694142,他和她
27694145,当你
27906724,忽然之间
27906725,天后
31546896,陪你走过
27927864,我的歌声里
464674828,模仿游戏
28692175,小苹果
28828072,属于
31546887,都给你
27927860,白天不懂夜的黑
27927863,囚鸟
525238501,你的猫
1311588863,寄何方
27694143,工体北
523045150,时荒
27694144,陪我看日出
27927861,孤独患者
29378276,我不是你的狗
31546895,泪绕
27906727,有何不可
520460200,和平商店
528273215,三十岁的自己
528271250,无名高地
34014649,别找我麻烦
32019772,星星的妈妈
34078827,一路向前
34218312,扇子舞
458496596,寻找和你的未来
31546892,恋爱中
31546894,废物利用
30621399,恋爱中
451126904,两者之间
27927865,一人游
31546891,没朋友
31546889,我不是你的狗
27927862,回首才知道
歌手名字,韩磊
93666,向天再借五百年
1387134963,不忘初心
34922339,我爱你中国
93725,等待
93685,走四方
28427777,花房姑娘
1362938632,草原的小路
536624443,再一次出发
93661,花开在眼前
28427738,暗香
93723,最后的倾诉
93757,千百年后谁又记得谁
28427785,北京北京
503127231,我站立的地方是中国
1343726690,和祖国在一起
28481019,跟着你到天边
28341140,在那遥远的地方
468513198,以人民的名义
25923076,千百年后谁还记得谁
26287139,信仰
447079518,重回汉唐
30482521,为内蒙古喝彩
93729,心灵睡过的地方
419254970,花开年少
34922371,好男儿
28953445,相爱天地间
195972,大宅门
34922349,中国人
5280155,公元一九九七我走近你
25923080,风雨人生
565841181,共和国之恋
5238866,每一个人
90877,你是我的家
29482389,谁主沉浮
435004686,飞
28427761,爱的箴言
31260652,我们站在雨中
5280123,走了这么久你变了没有
1299557088,四海鲸骑
歌手名字,晃儿
500850420,偷凉记
29122598,我等你到三十五岁
184561,醉仙歌
512413050,隔烟水
449117386,风月无边
28188387,双抛桥
1361988458,四城游记
474861472,桃花渐暖年岁闲
30031593,棠花谢
29393575,独酌
101719,天真
4872854,梦回醉暖
4872855,焚心劫
1332521363,天下瑰藏
525240923,与君歌
28912755,画女
532949252,梦枕孤城
31234952,天地离歌
1344164107,春宴元朔
463425816,倾杯有酒
30031587,流歌醉夜
1392242893,永夜抄
30031594,沉香刺
30031590,三千界
1361198416,浊酒忆君歌
28739161,烟华谁予共
29095098,夕颜
28738937,芳辰礼
33872265,临水照花
1325905160,我本侠义在心间
1393993760,平凡梦想
512411229,封雪纪年
487387150,长亭拾梦
32548825,千生一见
1316926815,换
28854851,青梅
512411251,心城烬
512410470,天雨流芳
32272770,清商月
歌手名字,泰迪罗宾
113554,真真假假
5238646,点指兵兵
152118,这是爱
507795678,诛天杀神
399504025,小丑
507795673,我的名字叫做
5284483,潇洒先生
507795674,狂火破风
507795676,花果山之夜
151968,故事
152150,惜光阴
152151,二人世界
152152,令我心跳
152156,前路
152159,江上清风
152164,世间充满乐韵
152112,金缕衣
152122,沉痛
152125,少年时候
152128,以往
5285657,我爱夜来香
152054,她
152056,世界会转
152058,靠在我身旁
152003,天气报告
152013,与我的感觉
152016,永远活在青春期
152019,没有一首伤心的歌适合我
152022,无聊的情歌
152025,发育过的男人
152028,今天天气好吗
152030,再回头
152032,有业平民
152036,午夜上场
151943,救世者
151953,假装不知
151956,魔与道
151962,夜来香
151965,步步向上
歌手名字,汪峰
155883,像梦一样自由
156053,美丽世界的孤儿
156050,花火
155984,在雨中
409302053,礼物
156056,青春
155966,硬币
155913,像个孩子
155987,生来孤独
155970,绽放
29807011,沧浪之歌
155911,恒星
155909,为了让生活继续
155915,旅途
135430,因为有你
293966,石头在歌唱
155991,爱是一颗幸福的子弹
155964,笑着哭
5251087,直到永远
156004,再见二十世纪
155912,长安街上
155916,碎梦
155989,英雄
155986,窗台
156059,妈妈
155959,彼岸
528272123,那年我五岁
155914,雪钟花
156051,迷鹿
155968,生命中的一天
155977,我在长大
155985,我的爱
156052,东北偏北
155993,最后一次我见到你
155974,尘土
155980,十二月的泪
155999,你
156003,去无方向
156057,爱的隧道
歌手名字,伍思凯
156524,特别的爱给特别的你
5268423,手牵手
156927,爱与愁
177309,用尽一生的爱
1387180010,现在开始做朋友
156811,我真的很不错
156836,心上没有心
156968,最爱是你
156427,爱你一世到来生
156416,愛與愁
4872596,幸福药草
156367,浅蓝深蓝
156657,舞月光
156553,分享
156445,爱的钢琴手
156528,寂寞公路
156831,你爱谁
156400,秋天別來
97774,爱常常喜乐
156716,爱要怎么说
156425,不只是朋友
156942,有梦有朋友
26484513,温柔
249391,秋雨彼一暝
156394,窗外的天氣
156778,谁懂
156945,洁癖
26562991,情非得已
156364,喝酒歌
26562995,歌剧魅影
156608,爱的牧羊人
156498,想念
156352,故事的第一行
156877,情网
156387,愛的鋼琴手
156389,這邊那邊
156685,突然的寂寞
156712,关于爱情
156612,忘了爱我
歌手名字,印良法师
31544230,放下
31544512,六字断除苦难颂
31544231,佛缘
31544233,观世音菩萨
31544517,极乐
31544232,感恩
31544236,看破
31544234,回家
31544510,忏悔文
31544511,汉文心经
31544235,海会莲池
31544238,心香
31544513,清净佛身佛
31544237,菩提心
1393223981,春有百花秋有月
31544514,如意宝轮王陀罗尼
31544398,菩提大道
31544518,准提陀罗尼
31544217,菩提大道
31544239,七里海上宝塔寺
1392705229,消灾吉祥神咒
1393247018,彼岸花
1393223985,百字明
1393247019,遇见武夷
1393247020,念念弥陀
1393247021,记得
1393247022,福安武夷
1393248710,唯愿
1393248711,心若菩提
1393248713,菩提莲华
1393253023,佛路
1393253027,天心月圆
1393223987,佛光星云
1393223988,僧语
1393223989,六字大明观世音
1393224691,慧灯
1393224692,八乘吉祥颂
1393224693,落花无意
1393223986,跟随
歌手名字,钟镇涛
194769,让一切随风
194526,只要你过得比我好
194186,大海
64787,一生何求
557592162,我们的梦
452608421,漫漫人生路
110830,曾经
194493,甘心
70661,你是我心底的烙印
27904299,谁是大英雄
5282318,飞向未来
193994,香肠蚊帐机关枪
5238671,晚情
1320601301,把悲伤留给自己
287738,我不该看你的眼神
5281405,恭喜恭喜
1320601298,当我想你的时候
225682,星愿
194346,飘
194714,昨日少年
194200,烟花江
194896,情变
4874728,一段情
5238670,银河的旋律
193425,爸爸的话
193716,仍然心在想你
5279135,我的世界只有你最懂
1309810568,你是如此难以忘记
480648101,红叶斜落我心寂寞时
195444,想到我就做
70643,回忆
194984,夏日福星
193986,活在纪念中
31838262,爸爸我来了
195007,痴心的一句
194752,诚恳
194863,爱情组曲
194801,烟花
92326,今天我非常寂寞
歌手名字,张赫宣
36587407,我们不该这样的
471565190,我们不该这样的
32944585,特别的爱给特别的你
1331819811,少年歌行
862098797,初心
32944566,一生中最爱
573577614,初心
1311133213,如果我们相爱
26344478,像梦一样自由
34614331,无地自容
519250136,共享的世界
1389856382,错过后再爱过
26344477,亲爱的小孩
28285407,过火
28844456,我的选择
451126834,如果还有一次如果
27955448,抱你入怀
482386045,暗火
471565188,我全都记得
1353028187,风波
26344408,烛光里的妈妈
30284484,回家过年
1313102510,力拔山兮
26344406,怀念战友
415793647,预念患者
26344347,千百年后还记得谁
33327028,米兰的大雨
36664297,不变
471565189,如果还有一次如果
1373843230,幕后玩家
1369363547,出发
36668249,来
471565181,不变
1323303093,生命的荣耀
26344407,忠诚
27906356,我们相信爱情
28018369,抱你入怀
471566210,来
471566212,请爱背死手
歌手名字,钟立风
1389880875,东方旅行者
28987543,在路上
548648155,远去的飞鸟
191261,在路旁
440411527,我爱你
191225,勋章
425295943,蓝色旅人
429769883,盲人和一位女子去渡海
191167,山楂树
862099540,没有过去的男人
191163,她为我编织毛衣
464563060,武汉这些天一直在下雨
191120,像艳遇一样忧伤
30621740,海边的告别
191107,上海
191102,傻瓜旅行
30621747,爱情稻草人
26402738,沉默的南方姑娘
191249,麦田上的乌鸦
30621743,被追捕的旅客
26402744,一个人去千叶
191162,南锣鼓巷
191138,有一个你知道的人来了又去了
191267,毛主席像章
191161,开往春天的马车
30053917,读诗远足
26402740,镜中
191192,看得见风景的房间
191188,血疑
191210,弄错的车站
191276,节日盛装
427419153,匍匐鸟
443875389,你是不是别的某个人
443876382,爱情万岁
191117,牧歌
443876384,雨中曲
191124,冬天
191280,不要留我陪你过夜
191234,雕刻时光
歌手名字,莫文蔚
541687281,慢慢喜欢你
27937466,忽然之间
27937429,盛夏的果实
25707139,一生所爱
276936,阴天
1390026519,只是不够爱
277822,电台情歌
277302,爱
276995,他不爱我
276904,外面的世界
277111,如果没有你
277586,寂寞的恋人啊
94365,那么爱你为什么
277686,爱情
276999,广岛之恋
31889842,瑕疵
32752249,一念之间
531040038,如初之光
277367,坚强的理由
29827507,境外
277421,北极光
277260,真的吗
29827508,哪怕
277299,单人房双人床
5238867,天涯共此时
5250816,大地之歌
400075212,世间始终你好
277615,遇见另一个自己
567643219,心领神会
277412,恋一世的爱
277584,十二楼
276991,头号粉丝
186323,偷情
27937440,看透
276898,打起手鼓唱起歌
25642049,其实我一直都想对你说
5250122,站起来
29827506,时间里的飞人
277193,我明白他
歌手名字,不才
448184048,化身孤岛的鲸
1383011136,寻常歌
32272703,岁月神偷
28798308,一身诗意千寻瀑
1361030268,夜风无意作情歌
482933652,涉川
1358035466,江山行歌
536570080,少年中国
1389654852,盗橘令
1390276715,一生一段
1373235586,小演说家
1367213091,长安四韵
33856886,如果有来生
460515000,不负时光
1334248267,乡
34125772,拿走了什么
33223335,默
1381764149,春心动
28568227,花枝春野
28828196,墨衣
451110639,天地无疆
459004290,春意红包
1375310982,不是爱人
1359205747,预感
28288218,十三月凉
502228910,小尘寰
556203038,落笔应风雨
29848478,贝加尔湖畔
33856900,世界以痛吻我
1377156584,一梦此间
496413613,露中生
32648739,惜言
28302147,必入歧途
557579320,浮沉
485820826,幻境
460628740,权香调
34200225,岁月成碑
28606012,苔山翁
33241113,天边外
歌手名字,阿朵
205462,一人一花
5236152,马桑树儿搭灯台
205464,叹金莲
205468,千面
524150237,死里复活
205471,漫漫
205465,我要你
1335835439,兄和妹
205463,旋转的时光
205466,宝藏
524150238,阿爸说
205459,十指连心
205481,烟花
205474,甜心先生
524152237,如你遇见她
205467,相爱的歌
205472,那么那么爱
1293953245,选择原谅
205492,他走了
205477,盛开
205478,想念自己
205483,潜水
205485,阿朵
205487,改变
205489,故事
205469,夜
205470,美人鱼舞曲
205475,啦啦队歌
205461,烟雨凤凰
27902781,委屈的花瓣雨
29401620,铜官窑
523251533,扯谎哥
524148263,起初
524152238,叶子花
524148264,等待的新娘
524150236,那里是哪里
524150240,世间
1334836941,打粑粑
1335819725,苗
歌手名字,卜小可
41652301,从升仙湖到华阳的距离
1368787034,少女的祈祷
29968242,错过的海岸线
38574312,林中的秋千
37782383,写幸福
38574311,老话题
38582646,蔚蓝色的你
41651302,哈密的冬和成都的夏
404459882,单细胞的喵
409288087,飘与漂泊
411347111,紫色风信子
416966293,两只射手座和两只狮子座的故事
425100775,笑笑的眼睛
439665910,洛天依版豆丫丫
483684096,顽疾
498335618,处女座纯音乐
498913102,摩羯座纯音乐
540914861,双鱼座纯音乐
574005593,水瓶座纯音乐
574559875,射手座纯音乐
517066869,数字密码二纯音乐
517066884,数字密码三纯音乐
517067589,数字密码四纯音乐
517067628,数字密码五纯音乐
517068053,数字密码一纯音乐
517069084,数字密码六纯音乐
526490759,绿袖子
548055538,雨滴
527166515,杜甫
534901890,蛙蛙之歌
539431571,快乐猫古筝版
574005665,快乐猫梦幻版
539931081,风筝纯音乐
571559177,夏日莉莉物语
571753526,一朵野花
1311706776,我是一颗小扁豆
1314687836,纸飞机的折法
1320776576,出发去看银河
1329777958,奶茶要喝一点点
歌手名字,曾黎
341553,错过的情人
28920001,四季
341563,问
341559,雨下一整晚
341543,喜欢两个人
341568,大悲咒
551335321,观音圣号
341573,观音灵感歌
341576,六字大明咒
341561,亏欠一生
341574,回向偈
341572,开经偈
341575,炉香赞
341545,柴米油盐酱醋茶
25702119,曾经
25702121,亏欠一生
359365,冲出黑暗
359370,新生
359378,旅行
513363583,曾经
341551,不完美
341555,冲动
25702118,海啸
25702120,一错再错
25702122,欠我一个幸福
551338371,消灾吉祥神咒
551335319,般若波罗密多心经
551335320,般若佛母心咒
551337381,功德宝山神咒
551338321,灵感观世音
551338340,大悲咒
551339323,观音灵感普门品
551339324,千手千眼观世音
551339325,十一面观自在菩萨根本咒
551339377,往生净土咒
554241034,如意宝轮王陀罗尼
554241035,准提神咒
554241036,了凡因语
554241037,往生净土咒
歌手名字,邓丽欣
224086,电灯胆
224133,黑白照
5261521,好好恋爱
5267006,好心好报
29769143,戒心
94219,不要离我太远
224088,七夕
223917,冷静
5257259,偏爱
224109,被遗弃的公主
224048,再见不是朋友
82003,我的最爱
81959,七年
224096,我未愿意
224094,日久生情
27867590,再见并不心淡
5257264,亲朋勿友
224063,分手的礼貌
36664783,同屋主
33075091,分手的情书
224126,蓝鞋子
223932,小红帽
223863,陪着我走
224087,念念不忘
223940,童谣
224092,不速之约
223866,一眨眼
394997,我爱灰太狼
399510511,京都之雪
223957,爱与妒忌
223959,女儿红
224082,初见
25638339,过得比我好
224042,看透
27937614,不爱不散
224111,占星术
67065,酒涡与燕窝
224117,苹果
223955,台风
歌手名字,丁丁
1341940546,路之遥
26222134,我的声音
865048552,青春不一样
1350129496,一起
516320348,请叫我小仙女
28528387,飞蛾
430297027,沙子
430297028,你是我的李白
26217279,夏天的味道
34723434,不会哭的女孩
451149567,意识
430208210,时间
451115759,海口
507114090,三十
36229091,我爱的
425298262,曙光
425298266,行李箱
430208212,牛仔裤
430208214,离爱出走
430297026,思念假想敌
430297030,跟着爱
29771726,记忆盒
427139578,烟雨寒
467963809,烟雨寒
25641125,爱要坦荡荡
29005322,最佳观众
25641082,辛德瑞拉
27770018,灯塔
25641133,牧马人
26404114,敢爱敢当
25641136,铿锵玫瑰
27678016,让你猜
27770017,勇敢的代价
27770019,跳跳糖
27770021,明天再说
27770022,快乐练习曲
27770023,寂寞很重
27770024,反骨星球
27770025,快半拍
歌手名字,范玮琪
5268423,手牵手
479422062,最初的梦想
479408219,最重要的决定
27808898,可不可以不勇敢
27538067,你不知道的事
27538066,我终于失去了你
27713997,问
27514477,南屏晚钟
27770965,大海
27483322,原来的我
27698464,希望爱
28660593,铃铃
27808058,当爱已成往事
27566676,爱我别走
27514481,至少还有你
5257139,好寂寞
525610067,我们真的幸福了吗
27698144,心动
27566677,伤痕
27514485,姐妹
27890509,野百合也有春天
27808059,拥抱
27588476,永远不回头
187310,我的爱
27770958,执迷不悔
27724001,不愿一个人
27808899,我就是这样
27483318,来自你来自我来自他
27676290,沙滩
27676292,玫瑰香
27890506,我和你唱
28387230,铃铃
229302,是非题
229336,一个像夏天一个像秋天
229372,如果的事
229161,最重要的决定
229232,最初的梦想
229137,最亲爱的你
229334,黑白配
歌手名字,方晓青
25710078,被遗忘的时光
231478,红莓花儿开
231595,情锁
231482,红河谷
231589,月亮水晶玻璃杯
231598,因为你的出现
231604,感谢你
231613,温柔的倾诉
231619,夏天最后一朵玫瑰
231551,弯弯的月亮
231554,原来的我
231557,缘难圆
231566,垄上行
231569,等待
231572,难忘今宵
231575,晚秋
231577,奉献
231580,半个月亮爬上来
231548,亲密的爱人
231560,情人的眼泪
231563,驿动的心
231579,回忆
231467,莫斯科郊外的晚上
231470,月色水晶玻璃杯
231485,牵手
231490,在水一方
231494,宝贝
231506,如果
231509,晨光下的恋情
231512,蝶儿蝶儿满天飞
231518,你的眼神
231522,苏州河畔
231525,掌声响起来
231527,舍得
231529,其实你不懂我的心
231531,秋思
231533,你在我心中
231537,玫瑰玫瑰我爱你
231539,橄榄树
歌手名字,郭兰英
236405,我的祖国
236396,南泥湾
236452,人说山西好风光
236260,北风吹
236385,绣金匾
5270760,一道道水来一道道山
236262,扎红头绳
236178,社员都是向阳花
5262980,赤脚医生之歌
236285,恨似高山仇似海
236182,八月十五月儿明
236203,为什么二黑哥还不回来
236296,海风阵阵愁煞人
5263417,敢教日月换新天
236449,翻身道情
236389,妇女自由歌
236469,青凌凌的水来蓝荧荧的天
236237,小奴才又给我闯出祸来
236215,数九寒天下大雪
236245,你叩头来娘答话
236241,娘绑儿上金殿低头认罪
236233,引子
236446,眼看红军出征北上
236257,为我儿手捧御酒走上前去
236421,可悲可耻
5272558,北风吹扎红头绳
236253,银屏女在金殿用目观看
236249,莫要杀来莫要斩
236273,打过了三更
236281,我要活
236309,倚门望
236265,昨天黑夜爹爹回到家
236209,南山低来北山高
236288,我是人
236322,天地若有眼
5263438,翻身的日子比蜜甜
236269,耳听一片人闹声
236206,咱们的婚姻自做主
236350,为什么二黑哥还不回还
歌手名字,黄雅莉
239682,蝴蝶泉边
1306507797,就酱
517891043,心跳着
239683,崽崽
4874160,花儿开了
92507,你你我我
28461782,不爱被爱
239690,黄小花
239694,荔草
406346629,天空上
239687,有你
239691,冒险
4874155,如果还有如果
239684,无聊
350853,真我新声代
239689,你是我的玩具
28568206,田园香
29567782,恋爱烘焙中
391734,再见面的时候
239648,想你笑
239649,远方有多远
239667,恋爱绝句选
29567778,奇幻秀
239650,善良
239668,懵懂
29567779,还能好好玩耍吗
239652,你离开我的种种
239670,相爱的人都等在这地方
239654,爱的初见面
239671,不一定快乐
239656,过期的旅行
239672,歌词里的他
239658,前任女友
239673,我还能飞翔
25640079,彩色幻想
29567783,古耐
239660,像问号的爱情
239675,明天的你和我
25640083,换个地方住
歌手名字,哈辉
29535956,声律启蒙
246547,关雎
39436588,苏幕遮
39436587,胡笳十八拍
246573,耶稣是基督
493041910,淇奥
28152167,上善若水
27928336,葬花
493041912,月出
39443542,阳关三叠
34578035,虞美人
39443537,送孟浩然之广陵
39443538,平沙落雁
27928334,相和歌
5251094,点亮生命
27090161,长江人家
34578037,春夜喜雨
39443541,长相知
39436589,忆王孙
39436592,客至
39443540,度梅岭
441489882,寻梦东江源
493042875,女曰鸡鸣
493041913,东门之杨
246543,山行
246575,我若能说天使的话语
246545,春晓
246576,神差爱子
1298437162,你与我同在
246578,我已经与基督
1298515777,大山的孩子
246550,蝶恋花
246553,青玉案
246556,相思
246585,祝福歌
246588,你是光的儿女
246560,鹊桥仙
246591,以马内利的神
246562,一剪梅
歌手名字,蒋倩
251168,情深深雨蒙蒙
251194,城里的月光
251205,约定
251141,情非得以
251157,很爱很爱你
251177,红豆
251204,至少还有你
251189,懂你
251180,雨一直下
251196,月亮代表我的心
251144,征服
251183,月牙泉
251211,花太香
251200,我的眼里只有你
251192,千纸鹤
251217,笨小孩
251121,流年
251198,星
251213,蒙娜丽莎的微笑
251174,寂寞的恋人
251221,望乡
251223,春水流
251147,天亮了
251219,红旗飘飘
251225,走四方
251129,我可以抱你吗
251186,为什么你背着我爱别人
251207,男人不该让女人流泪
251125,你要的爱
251154,柠檬树
251150,哭不出来
251149,可爱的玫瑰花
251203,水姻缘
251171,单身情歌
251133,不让我的眼泪陪我过夜
251137,不哭
251152,往事随风
251209,你是最爱
251215,出卖
歌手名字,纪如璟
249971,脆弱
249951,空位
249955,一江水
250006,咖啡杯里的水仙
249960,睡莲
250094,原来我可以
250097,不去不来
250100,隔空相恋
250104,有意无意
250108,黑超人
250113,假若有天
250117,布谷鸟传说
250121,熄灯
250125,夫妻的朋友
250130,背叛
250134,好想你
250138,拥抱
250142,想听
250048,没完没了
250051,我要找爱情
250054,无重状态
250057,零下四十度
250061,原因
250069,分开只会令我更想你
250073,梦到你
250077,今天的报纸
250080,你的世界离我太远
250019,你累了吗
250027,太麻烦
250041,花儿
250023,如果是你换作了我
250031,今夜在家里
250035,小龙房间里的鱼
249944,幸福的存在
249976,不要
250001,值得一辈子去爱
249940,寂寞的自由
250011,追随
250014,最美的原来是看不见的
歌手名字,莫艳琳
276035,爱一点
276053,带走
276042,过火
276041,好男人
276040,你的背包
276058,黑白电影
289116,慢慢快乐
276031,我不能哭
26423113,看海
28253026,朋友别哭
30251592,醒来再做梦
276048,下雨
276060,半句多
276055,荒岛
276054,童话世界
276049,想哭
30251596,天蝎和处女
276062,坚强
30251599,错的是我
276037,我的黑眼圈
30251600,熊孩子
276038,导火索
276036,和你跳舞
30251597,是因为
276056,顽固独身主义
276057,离心力
276059,想什么
